"SciName","species","bioflor_id","LifeForm","LifeSpan","FlStart","FlEnd","FlDur","ReprType","Dicliny","Dichogamy","SelfComp","PollVec","PollVecGrp","BreedSys","FlowClass","Habitat","PollDep","AccName","GbifKey"
"Eruca sativa Mill.","Eruca vesicaria",1163,"H, T","a, b",5,6,2,"s","so","h","SI","se","se","X","AB",NA,"No","Eruca vesicaria (L.) Cav.","5375920"
"Erucastrum gallicum (Willd.) O. E. Schulz","Erucastrum gallicum",1164,"H, T","a, b",5,10,6,"s","so","h","SC","se","se","AO","A","L4.1, L4.2, L4.3, L4.4, T10.3.3.1, T8.3.1, T9.1.2.1","No","Erucastrum gallicum O.E.Schulz","5375547"
"Erucastrum nasturtiifolium (Poir.) O. E. Schulz","Erucastrum nasturtiifolium",1165,"H","b, p",5,8,4,"s","so","g1, h","SI","se, in","se, zo","X","A","L5.1.1, T10.2.2.2, T10.3.4.2, T7.4.1","Intermediate","Erucastrum nasturtiifolium O.E.Schulz","5375555"
"Eryngium campestre L.","Eryngium campestre",1166,"H","p",7,9,3,"s","am","a2","SC","in","zo","XF","B","T10.3.3.1, T6.2.2.2, T6.2.2.3, T7.5.2","Intermediate","Eryngium campestre L.","3034426"
"Eryngium maritimum L.","Eryngium maritimum",1167,"H","b, p",6,8,3,"s","so","a2","SC","in","zo","XF","B","H1.2.2.4","Intermediate","Eryngium maritimum L.","3034391"
"Eryngium planum L.","Eryngium planum",1168,"H","p",7,9,3,"s","so","a1","SC","in","zo","AFXF","B","T6.2.1.4.4","Intermediate","Eryngium planum L.","3034393"
"Erysimum cheiranthoides L.","Erysimum cheiranthoides",1169,"H, T","a",5,9,5,"s","so","h","SC","se, in","se, zo",NA,"AB","L5.2.4.2, T8.3.1",NA,"Erysimum cheiranthoides L.","3048266"
"Erysimum crepidifolium Rchb.","Erysimum crepidifolium",1170,"H","b, h",4,7,4,"s","so","g1, h",NA,"se, in","se, zo",NA,"AB","T6.1.2.3, T6.2",NA,"Erysimum crepidifolium Rchb.","3048522"
"Erysimum marschallianum Andrz. ex DC.","Erysimum marschallianum",1171,"H","b",6,9,4,"s","so","h",NA,"se, in","se, zo",NA,"AB","T6.2",NA,"Erysimum marschallianum Andrz. ex DC.","7847104"
"Erysimum odoratum Ehrh.","Erysimum odoratum",1172,"H","b, h",6,7,2,"s","so","h",NA,"se, in","se, zo",NA,"AB","T6.1.2.3, T6.2.2.2.1",NA,"Erysimum odoratum Ehrh.","3048357"
"Erysimum repandum L.","Erysimum repandum",1173,"T","a",5,7,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","T10.3.3.1, T8.3.1",NA,"Erysimum repandum L.","3048166"
"Erysimum virgatum Roth s. str.","Erysimum virgatum",1174,"H","b",5,7,3,"s","so","h",NA,"se, in","se, zo",NA,"AB","T10.2.2.2, T8.2.1.1, T8.2.1.2",NA,"Erysimum virgatum Roth","3048674"
"Eschscholzia californica Cham.","Eschscholzia californica",1175,"H, T","a, p",6,10,5,"s","mo","h","I","in","zo","X","Po","T8.3.1","Intermediate","Eschscholzia californica Cham.","2888380"
"Euonymus europaea L.","Euonymus europaeus",1176,"N","p",5,6,2,"s","tr","a3",NA,"in","zo",NA,"A","L5.2.3, T1.1.1, T1.1.2.3","Yes","Euonymus europaeus L.","3169131"
"Euonymus latifolia (L.) Mill.","Euonymus latifolius",1177,"N","p",5,6,2,"s","so","a2",NA,"in","zo",NA,"A","T1.1.1.5, T1.1.2.1",NA,"Euonymus latifolius Mill.","7433196"
"Eupatorium cannabinum L.","Eupatorium cannabinum",1178,"H","p",7,9,3,"sv","so","a2","SI","ge, in","se, zo","X","B","L3.1, L4.1, L4.2, L4.3, L4.4, L5.2.3, L5.2.5, T2.2.2","Intermediate","Eupatorium cannabinum L.","5402943"
"Euphorbia amygdaloides L.","Euphorbia amygdaloides",1179,"C","p",4,5,2,"sv","so","g3","SC","in","zo","XF","A","L5.2.3, T1.1.1","Yes","Euphorbia amygdaloides L.","3065239"
"Chamaesyce canescens (L.) Prokh.","Euphorbia chamaesyce",1180,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A",NA,"Yes","Euphorbia chamaesyce L.","3067869"
"Euphorbia cyparissias L.","Euphorbia cyparissias",1181,"G, H","p",4,5,2,"sv","so, gm","g2","SC, SI","se, in","se, zo","X, XF","A","T1.4.1.3, T6.2.1.4, T6.2.1.5.4","Intermediate","Euphorbia cyparissias L.","3070106"
"Euphorbia dulcis L.","Euphorbia dulcis",1182,"G","p",5,5,1,"sv","so","g3","SC","in","zo","XF","A","L5.2.3, T1.1.1, T1.1.2.3","Yes","Euphorbia dulcis L.","3069475"
"Euphorbia epithymoides L.","Euphorbia epithymoides",1183,"G, H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T1.1.2.4","Yes","Euphorbia epithymoides L.","3066112"
"Euphorbia esula L. s. str.","Euphorbia esula",1184,"G, H","p",5,7,3,"sv","so","g3","SC","se, in","se, zo","AFXF","A","T10.3.1.3, T6.2.2.2.2, T7.4.1, T8.2.2.5","Intermediate","Euphorbia esula L.","8203538"
"Euphorbia exigua L.","Euphorbia exigua",1185,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T9.1.1.1, T9.1.2.1","Yes","Euphorbia exigua L.","3069593"
"Euphorbia falcata L.","Euphorbia falcata",1186,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T9.1","Yes","Euphorbia falcata L.","3068845"
"Euphorbia helioscopia L.","Euphorbia helioscopia",1187,"H, T","a",6,9,4,"s","so","g3","SC","se, in","se, zo","XF","A","T9.1.2.1, T9.1.2.2, T9.2","Intermediate","Euphorbia helioscopia L.","3066367"
"Chamaesyce humifusa (Willd.) Prokh.","Euphorbia humifusa",1188,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","T10.3.3.1, T10.3.3.2, T7.4.2, T8.3.1, T9.1.1.3, T9.2","Yes","Euphorbia humifusa Willd.","3067054"
"Euphorbia lathyrus L.","Euphorbia lathyris",1189,"S","b, h",6,8,3,"s","so","g3","SC","se, in","se, zo","XF","A","T9.2","Intermediate","Euphorbia lathyris L.","3066965"
"Euphorbia lucida Waldst. & Kit.","Euphorbia lucida",1190,"G, H","p",5,7,3,"sv","so","g3","SC","in","zo","XF","A","L5.2.4, L5.2.5","Yes","Euphorbia lucida Waldst. & Kit.","3069370"
"Chamaesyce maculata (L.) Small","Euphorbia maculata",1191,"T","a",6,10,5,"s","so","g3","SC","in","zo","XF","A","T7.4.4, T8.3.1","Yes","Euphorbia maculata L.","3067119"
"Chamaesyce nutans (Lag.) Small","Euphorbia nutans",1192,"T","a",7,9,3,"s","so","g3","SC","in","zo","XF","A","T10.3.1","Yes","Euphorbia nutans Lag.","3070346"
"Euphorbia palustris L.","Euphorbia palustris",1193,"G, H","p",5,6,2,"sv","so","g3","SC","in","zo","XF","A","L5.2.5.4, L5.2.5.5, S2.1","Yes","Euphorbia palustris L.","3064056"
"Euphorbia peplus L.","Euphorbia peplus",1194,"T","a",7,10,4,"s","so","g3","SC","se, in","se, zo","AF","A","T8.2.1.2, T8.3.1, T9.1.2.2, T9.2.1","Intermediate","Euphorbia peplus L.","3066386"
"Euphorbia platyphyllos L.","Euphorbia platyphyllos",1195,"T","a",7,8,2,"s","so","g3","SC","in","zo","XF","A","T10.3.3.1, T7.4.1, T8.2.1, T9.1.1.3, T9.2","Yes","Euphorbia platyphyllos L.","3068153"
"Chamaesyce prostrata (Aiton) Small","Euphorbia prostrata",1196,"T","a",7,8,2,"s","so","g3","SC","in","zo","XF","A","T10.3.1, T10.3.3.2, T9.5.2, T9.5.3","Yes","Euphorbia prostrata Aiton","3067891"
"Euphorbia salicifolia Host","Euphorbia salicifolia",1197,"H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T8.1.2","Yes","Euphorbia salicifolia Host","3070494"
"Euphorbia segetalis L.","Euphorbia segetalis",1198,"T","a",6,7,2,"s","so","g3","SC","in","zo","XF","A",NA,"Yes","Euphorbia segetalis L.","3066495"
"Euphorbia seguieriana Neck.","Euphorbia seguieriana",1199,"H","p",6,8,3,"sv","so","g3","SC","in","zo","XF","A","H1.2.2.5, H1.2.2.6, H1.2.2.7, T6.2.1.4.1, T6.2.2.2.1","Yes","Euphorbia seguieriana Neck.","3066179"
"Chamaesyce serpens (Kunth) Small","Euphorbia serpens",1200,"T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","T10.3.3.2, T9.5.2, T9.5.3","Yes","Euphorbia serpens Kunth","3064221"
"Euphorbia stricta L.","Euphorbia stricta",1201,"H, T","a",6,9,4,"s","so","g3","SC","in","zo","XF","A","L5.2.3, T8.2.1.2","Yes","Euphorbia stricta L.","3070024"
"Euphorbia verrucosa L.","Euphorbia verrucosa",1202,"H","p",5,6,2,"s","so","g3","SC","in","zo","XF","A","T6.2.2.2.3","Yes","Euphorbia verrucosa L.","3069053"
"Euphorbia villosa Waldst. & Kit. ex Willd.","Euphorbia illirica",1203,"G","p",5,6,2,"sv","so","g3","SC","in","zo","XF","A","L5.2.5.4","Yes","Euphorbia illirica Lam.","3065519"
"Euphorbia virgata Waldst. & Kit.","Euphorbia esula",1204,"G, H","p",5,7,3,"sv","so","g3","SC","in","zo","XF","A","T10.3.1.3, T6.2.2.3.1, T8.2.2.2","Yes","Euphorbia esula L.","8203538"
"Euphorbia x pseudovirgata (Schur) Soó ","Euphorbia esula",1205,"G, H","p",NA,NA,NA,"sv","so","g3","SC","in","zo","XF","A","T10.3.1.3, T10.3.2, T10.3.3.1, T6.2, T6.2.2.2.2, T7.4.2, T8.2.2.5","Yes","Euphorbia esula L.","8203538"
"Euphrasia frigida Pugsley","Euphrasia frigida",1206,"T","a",5,7,3,"s","so","g2","SC","se, in","se, zo","AF","BH","T6.2.1.5","Intermediate","Euphrasia frigida Pugsley","3171958"
"Euphrasia hirtella Jord. ex Reut.","Euphrasia hirtella",1207,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T3.4.2","Intermediate","Euphrasia hirtella Jord. ex Reut.","3738480"
"Euphrasia micrantha Rchb.","Euphrasia micrantha",1208,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T4.2","Intermediate","Euphrasia micrantha Rchb.","3171979"
"Euphrasia minima Jacq. ex DC.","Euphrasia minima",1209,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T6.2.1.5.4","Intermediate","Euphrasia minima Jacq. ex DC.","7989064"
"Euphrasia nemorosa (Pers.) Wallr. s. l.","Euphrasia nemorosa",1210,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T6.2.1.5.1, T7.2.1, T7.4.2","Intermediate","Euphrasia nemorosa (Pers.) Wallr.","3171964"
"Euphrasia officinalis L. s. l.","Euphrasia officinalis",1211,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T3.4.2.2, T3.4.3, T6.2.1.5.1, T6.2.1.5.4, T6.2.2.2.3, T7.1.2, T7.2.2, T7.3.2","Intermediate","Euphrasia officinalis L.","8106874"
"Euphrasia salisburgensis Funck ex Hoppe","Euphrasia officinalis",1212,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","L5.1.1","Intermediate","Euphrasia officinalis L.","8106874"
"Euphrasia stricta D. Wolff ex J. F. Lehmann","Euphrasia stricta",1213,"T","a",5,10,6,"s","so","g2","SC","se, in","se, zo","AF","BH","T6.2.1.5, T6.2.2.2, T6.2.2.2.3","Intermediate","Euphrasia stricta J.P.Wolff ex J.F.Lehm.","3171980"
"Euphrasia tricuspidata L.","Euphrasia tricuspidata",1214,"T","a",7,10,4,"s","so","g2","SC","se, in","se, zo","AF","BH","T5.1.2, T5.2.2","Intermediate","Euphrasia tricuspidata L.","7332705"
"Fagopyrum esculentum Moench","Fagopyrum esculentum",1215,"T","a",7,10,4,"s","so, gm, gd, am, ad",NA,"C, SI","se, in","se, zo","X","AB","T9.1",NA,"Fagopyrum esculentum Moench","2889373"
"Fagopyrum tataricum (L.) Gaertn.","Fagopyrum tataricum",1216,"T","a",7,9,3,"s","so, gm, gd","h","SC","wi, se, in","ab, se, zo","AO","AB","T9.1.1.3","Intermediate","Fagopyrum tataricum Gaertn.","2889378"
"Fagus sylvatica L.","Fagus sylvatica",1217,"M","p",4,5,2,"s","mo","g2","SI","wi","ab","X","W","T1.1.1","No","Fagus sylvatica L.","2882316"
"Falcaria vulgaris Bernh.","Falcaria vulgaris",1218,"H","p",7,9,3,"s","am","a3","SC","in","zo","XF","A","T6.2.2, T7.5.2.1","Yes","Falcaria vulgaris Bernh.","5371782"
"Fallopia baldschuanica (Regel) Holub","Fallopia baldschuanica",1219,"N","p",7,10,4,"sv","so",NA,NA,"in","zo",NA,"B","T10.2.3",NA,"Fallopia baldschuanica (Regel) Holub","5334351"
"Fallopia convolvulus (L.) Å. Löve","Fallopia convolvulus",1220,"T","a",7,10,4,"s","so","h","SC","se, in","se, zo","AO","B","T8.3.1, T9.1.1.3, T9.1.2","Intermediate","Fallopia convolvulus (L.) Á.Löve","6391461"
"Fallopia dumetorum (L.) Holub","Fallopia dumetorum",1221,"T","a",7,9,3,"s","so","h","SC","se","se","AF","B","L4.1, L4.2, L4.3, T8.2.1","No","Fallopia dumetorum (L.) Holub","6391446"
"Festuca airoides Lam.","Festuca airoides",1222,"H","p",6,7,2,"ssv","so",NA,"SI","wi","ab","X","W","T6.2.1.5.4","No","Festuca airoides Lam.","2704920"
"Festuca alpina Suter","Festuca alpina",1223,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T5.2.2.2.1","No","Festuca alpina Suter","4129282"
"Festuca altissima All.","Festuca altissima",1224,"H","p",6,7,2,"s","so",NA,"SC","wi","ab","AFXF","W","L5.2, T1.1.1, T2, T9.2","No","Festuca altissima All.","4129208"
"Festuca amethystina L.","Festuca amethystina",1225,"H","p",6,6,1,"s","so",NA,"SI","wi","ab","X","W","T1.4.1.3, T3.4.2.2","No","Festuca amethystina L.","4113725"
"Festuca arundinacea Schreb.","Scolochloa festucacea",1226,"H","p",6,7,2,"s","so","h","I","wi","ab","X","W","T3.2.1, T7.3.2, T7.4.1, T8.2, T9.5","No","Scolochloa festucacea Link","5289769"
"Festuca brevipila Tracey","Festuca trachyphylla",1227,"H","p",5,7,3,"s","so",NA,"I","wi","ab","X","W","T10.3.1, T10.3.4.2, T10.4, T6.1, T6.2, T8.3, T9.5.1","No","Festuca trachyphylla Hack.","2704949"
"Festuca laevigata Gaudin","Festuca laevigata",1228,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T3.4.2.1, T6.1","No","Festuca laevigata Gaudin","4121732"
"Festuca duvalii (St.-Yves) Stohr","Festuca duvalii",1229,"H","p",4,6,3,"ssv","so",NA,"I","wi","ab","X","W","T6.2.2.3.2","No","Festuca duvalii (St.-Yves) Stohr","4124968"
"Festuca filiformis Pourr.","Festuca filiformis",1230,"H","p",5,7,3,"s","so",NA,"SI","wi","ab","X","W","T1.1.2.5, T1.4.5, T10.3, T6.1.1, T6.2.1.4, T6.2.1.5.1, T8.3","No","Festuca filiformis Pourr.","2705011"
"Festuca gigantea (L.) Vill.","Lolium giganteum",1231,"H","p",7,8,2,"s","so","g1","SC","wi","ab","AFXF","W","L2.3.3, L5.2.3, T8.2.1.2, T9.2, T9.4","No","Lolium giganteum (L.) Darbysh.","8368313"
"Festuca guestfalica Boenn. ex Rchb.","Festuca guestfalica",1232,"H","p",5,7,3,"s","so",NA,"I","wa","ab","X","W","T1.2.3, T1.2.4, T1.4.1.2, T10.3, T6.2, T6.2.2.4, T7.1.2, T7.3.2, T8.1, T8.3","No","Festuca guestfalica Boenning. ex Rchb.","4123395"
"Festuca heteromalla Pourr.","Festuca rubra",1233,"H","p",6,7,2,"sv","so",NA,"I","wi","ab","X","W","T7.1, T7.3","No","Festuca rubra L.","2704922"
"Festuca heteropachys (St.-Yves) Patzke ex Auquier","Festuca heteropachys",1234,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T6.1","No","Festuca heteropachys (St.-Yves) Patzke ex Auquier","4123077"
"Festuca heterophylla Lam.","Festuca heterophylla",1235,"H","p",6,8,3,"s","so",NA,"I","wi","ab","X","W","T1.1.1.1, T1.1.2.3, T1.1.2.4.1, T1.1.2.5","No","Festuca heterophylla Lam.","2704987"
"Festuca nigrescens Lam.","Festuca nigrescens",1236,"H","p",7,7,1,"sv","so",NA,"I, SI","wi","ab","X","W","T10.4, T2.2, T6.1, T6.2.1.5, T7.1.2, T9.5","No","Festuca nigrescens Lam.","4119612"
"Festuca norica (Hack.) K. Richt.","Festuca norica",1237,"H","p",7,8,2,"sv","so",NA,"SI","wi","ab","X","W","T3.4.2.1, T6.2.2","No","Festuca norica Richter","4119509"
"Festuca ovina L. s. str.","Festuca ovina",1238,"H","p",5,8,4,"s","so",NA,"SI","wi","ab","X","W","S1.5, T1.1.2.5, T1.4.5, T10.3, T10.4, T4, T6, T6.2.1.4.5, T6.2.1.5.1, T8.3","No","Festuca ovina L.","2704951"
"Festuca pallens Host","Festuca pallens",1239,"H","p",5,8,4,"ssv","so",NA,"SI","wi","ab","X","W","T6.1.2.3","No","Festuca pallens Host","4118209"
"Festuca patzkei Markgr.-Dann.","Festuca patzkei",1240,"H","p",4,6,3,"s","so",NA,"SI","wi","ab","X","W","T6.1.2.2","No","Festuca patzkei Markgr.-Dann.","4115695"
"Festuca polesica Zapal.","Festuca beckeri",1241,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T6.2.1.4.2, T6.2.1.4.3, T6.2.1.4.4","No","Festuca beckeri (Hack.) Trautv.","4127892"
"Festuca pratensis Huds. s. l.","Festuca rubra",1242,"H","p",6,7,2,"s","so","h","I","wi","ab","X","W","T3.1, T7, T7.1.3","No","Festuca rubra L.","2704922"
"Festuca psammophila (Hack. ex Celak.) Fritsch","Festuca psammophila",1243,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T6.2.1.4.7","No","Festuca psammophila Fritsch","4116885"
"Festuca puccinellii Parl.","Festuca puccinellii",1244,"H","p",7,8,2,"s","so",NA,"SI","wi","ab","X","W","T3.4.2.2, T3.4.3, T7.2.2","No","Festuca puccinellii Parl.","4116627"
"Festuca pulchella Schrad.","Festuca pulchella",1245,"H","p",7,8,2,"sv","so",NA,NA,"se","se",NA,"W","T6.2",NA,"Festuca pulchella Schrad.","4116614"
"Festuca quadriflora Honck.","Festuca quadriflora",1246,"H","p",7,8,2,"s","so",NA,NA,"wi","ab",NA,"W","T3.2.3, T3.4.2.1",NA,"Festuca quadriflora Honck.","4116348"
"Festuca rubra L.","Festuca rubra",1247,"H","p",6,7,2,"sv","so",NA,"I, SI","wi","ab","X","W","H1.2.2.4, T10.3, T6, T6.2.1.4.2, T7, T7.4, T7.5, T8.3, T9.5","No","Festuca rubra L.","2704922"
"Festuca rupicaprina (Hack.) A. Kern.","Festuca rupicaprina",1248,"H","p",6,7,2,"s","so",NA,"SI","wi","ab","X","W","T3.4.2","No","Festuca rupicaprina (Hack.) A.Kern.","4115016"
"Festuca rupicola Heuff.","Festuca rupicola",1249,"H","p",5,7,3,"ssv","so",NA,"SI","wi","ab","X","W","T10.3.4.2, T6.1.2.3.2, T6.2, T7.5.2","No","Festuca rupicola Heuff.","4114708"
"Festuca trichophylla (Ducros ex Gaudin) K. Richt.","Festuca trichophylla",1250,"H","p",6,7,2,"sv","so",NA,"I","wi","ab","X","W","T7.3.2","No","Festuca trichophylla (Ducros ex Gaudin) K.Richt.","8213826"
"Festuca valesiaca Schleich. ex Gaudin s. l.","Festuca valesiaca",1251,"H","p",6,7,2,"ssv","so",NA,"SI","wi","ab","X","W","T6.2.2.3, T8.3, T9.5.1","No","Festuca valesiaca Schleich. ex Gaudin","2704966"
"Filago arvensis L.","Logfia arvensis",1252,"H, T","a",7,9,3,"s","gm",NA,"SC","wi, se","ab, se","AF","B","T10.3.3.1, T10.6.3, T6.2, T6.2.1.4.5, T9.1.1.1",NA,"Logfia arvensis (L.) Holub","3115878"
"Filago gallica L.","Logfia gallica",1253,"H, T","a",6,8,3,"s","gm",NA,"SC","wi, se","ab, se","AF","B","T6.2.1.4.5",NA,"Logfia gallica Coss. & Germ.","3115857"
"Filago lutescens Jord.","Filago lutescens",1254,"H, T","a",7,9,3,"s","gm",NA,"SC","wi, se","ab, se","AF","B","T10.6.1, T6.2.1.4.5",NA,"Filago lutescens Jord.","3115897"
"Filago minima (Sm.) Pers.","Logfia minima",1255,"H, T","a",7,9,3,"s","gm",NA,"SC","wi, se","ab, se","AF","B","T10.3.3.1, T10.3.3.4.2, T5.2.3, T6.2.1.4.4, T6.2.1.4.5",NA,"Logfia minima Dumort.","3088922"
"Filago neglecta (Soy.-Will.) DC.","Logfia neglecta",1256,"H, T","a",NA,NA,NA,"s","gm",NA,"SC","wi, se","ab, se","AF","B",NA,NA,"Logfia neglecta (Soyer-Willemet) J.Holub","3115787"
"Filago pyramidata L.","Filago pyramidata",1257,"H, T","a",7,9,3,"s","gm",NA,"SC","wi, se","ab, se","AF","B","T10.3.3.1, T6.2.1.4.5, T9.1.9.3",NA,"Filago pyramidata L.","3115755"
"Filago vulgaris Lam.","Filago vulgaris",1258,"H, T","a",7,9,3,"s","gm",NA,"SC","wi, se","ab, se",NA,"B","T10.3.3.1, T10.3.3.4.2, T10.6.1, T6.2.1.4.5, T9.1.1.1, T9.1.2.2",NA,"Filago vulgaris Lam.","3115858"
"Filipendula ulmaria (L.) Maxim.","Filipendula ulmaria",1259,"H","p",6,8,3,"sv","so, am","h, a1","SC","se, in","se, zo","AFXF","Po","L5.2.3, L5.2.5.4, T1.1.2.3","Intermediate","Filipendula ulmaria (L.) Maxim.","2987999"
"Filipendula vulgaris Moench","Filipendula vulgaris",1260,"H","p",6,7,2,"sv","so, am","h, a1","SI","wi, in","ab, zo","X","Po","T1.1.2.4.2, T6.2.2.2.3, T6.2.2.3.1, T7.3.2","Intermediate","Filipendula vulgaris Moench","2988069"
"Foeniculum vulgare Mill.","Foeniculum vulgare",1261,"H","b, p",7,9,3,"s","am","a3","SC","ge, in","se, zo","X, AFXF","A","T8.2.2.5, T8.3.1, T9.3.2.1","Intermediate","Foeniculum vulgare Mill.","3034922"
"Forsythia suspensa (Thunb.) Vahl","Forsythia suspensa",1262,"N","p",4,5,2,"v","so","h","SI","in","zo","X","B",NA,"Yes","Forsythia suspensa Vahl","5415056"
"Fragaria moschata (Duchesne) Weston","Fragaria moschata",1263,"H","p",5,6,2,"sv","do, gm, gd, am, ad",NA,NA,"in","zo","X","AB","L5.2.3, T1.1.2.3",NA,"Fragaria moschata Weston","3029809"
"Fragaria vesca L.","Fragaria vesca",1264,"H","p",5,6,2,"sv","gm, gd, am, ad","g2","SC","se, in","se, zo","XF","AB","T2.2, T8.1.2.2","Intermediate","Fragaria vesca L.","3029817"
"Fragaria viridis (Duchesne) Weston","Fragaria viridis",1265,"H","p",5,6,2,"sv","gm, gd, am, ad","g2","SI","in","zo","X","AB","T1.1.2.4, T1.4.1.3, T6.2","Yes","Fragaria viridis Duchesne","8400458"
"Fragaria x hagenbachiana Lange ex W. D. J. Koch ","Fragaria vesca",1266,"H","p",NA,NA,NA,"vvs","so","g2","SC","se, in","se, zo","AFXF","AB","T1.1.2.4, T1.4.1.3, T6.2, T8.1.1","Intermediate","Fragaria vesca x viridis","10363612"
"Fragaria x ananassa (Duchesne) Decne. & Naudin",NA,1267,"H","p",5,6,2,"vvs","so","g2","SC","se, in","se, zo","AFXF","AB","T1.3","Intermediate","Fragaria ×ananassa Duchesne ex Decne. & Naudin","7515176"
"Fragaria x neglecta Lindemann ","Fragaria moschata",1268,"H","p",NA,NA,NA,"vvs","so","g2","SC","se, in","se, zo","AFXF","AB","T2.1, T8.1","Intermediate","Fragaria moschata x viridis","10075277"
"Frangula alnus Mill.","Frangula alnus",1269,"N","p",5,6,2,"s","so","h, a2","SI","in","zo","X","AD","L5.2.3, T1.1.2.5, T1.4.1.3, T1.4.3.1, T2.1.2","Yes","Frangula alnus Mill.","3039454"
"Fraxinus excelsior L.","Fraxinus excelsior",1270,"M","p",4,5,2,"s","tr","g2, a2",NA,"wi","ab","XF","W","L5.2.3, T1.1.1","No","Fraxinus excelsior L.","3172358"
"Fraxinus ornus L.","Fraxinus ornus",1271,"M","p",4,5,2,"s","ad",NA,"C","in","zo","XF","B","T1.1.2.4",NA,"Fraxinus ornus L.","3172347"
"Fraxinus pennsylvanica Marshall","Fraxinus pennsylvanica",1272,"M","p",4,5,2,"ssv","do",NA,NA,"wi","ab","X","W","L5.2.3","No","Fraxinus pennsylvanica Marshall","3172348"
"Fritillaria meleagris L.","Fritillaria meleagris",1273,"G","p",4,5,2,"s","so","g2","SC","se, in","se, zo","XF","Hh","T7.1.2","Intermediate","Fritillaria meleagris L.","5300535"
"Fumana procumbens (Dunal) Gren. & Godr.","Fumana procumbens",1274,"S","p",6,10,5,"s","so","h","SC","se, in","se, zo","AO","Po","T6.2.2.2.1, T6.2.2.2.3","Intermediate","Fumana procumbens Gren. & Godr.","7331288"
"Fumaria capreolata L.","Fumaria capreolata",1275,"T","a",5,9,5,"s","so","h","SC","se, in","se, zo","AF","H",NA,"Intermediate","Fumaria capreolata L.","5334218"
"Fumaria muralis Sond. ex W. D. J. Koch","Fumaria muralis",1276,"T","a",6,9,4,"s","so",NA,"SC","se, in","se, zo","AFXF","H",NA,NA,"Fumaria muralis W.D.J.Koch","7315286"
"Fumaria officinalis L. s. l.","Fumaria officinalis",1277,"T","a",5,10,6,"s","so","h","SC","se, in","se, zo","AF","H","T10.3.3.1, T9.1.2.1, T9.2","Intermediate","Fumaria officinalis L.","5334217"
"Fumaria parviflora Lam.","Fumaria parviflora",1278,"T","a",6,9,4,"s","so","h","SC","se, in","se, zo","AF","H","T9.1.2.1, T9.1.2.2","Intermediate","Fumaria parviflora Lam.","5334215"
"Fumaria rostellata Knaf","Fumaria rostellata",1279,"T","a",6,9,4,"s","so",NA,"SC","se, in","se, zo","AF","H","T9.1.2.1",NA,"Fumaria rostellata Knaf","5531762"
"Fumaria schleicheri Soy.-Will.","Fumaria schleicheri",1280,"T","a",6,9,4,"s","so",NA,"SC","se, in","se, zo","AF","H","T8.2.1.2",NA,"Fumaria schleicheri Soy.-Will.","7315160"
"Fumaria vaillantii Loisel. s. l.","Fumaria vaillantii",1281,"T","a",5,10,6,"s","so",NA,"SC","se, in","se, zo","AF","H","T10.3.3.1, T9.1.2.1, T9.2",NA,"Fumaria vaillantii Loisel.","5334216"
"Gagea bohemica (Zauschn.) Roem. & Schult. s. l.","Gagea bohemica",1282,"G, H","p",3,4,2,"vvs","so","g1, a3",NA,"pk, in","se, zo",NA,"AB","T1.2.1, T5.2.3",NA,"Gagea bohemica Schult.f.","5299816"
"Gagea fragifera (Vill.) Ehr. Bayer & G. López","Gagea fragifera",1283,"G","p",6,7,2,"vvs","so","h",NA,"se, in","se, zo",NA,"AB","T3.1.2",NA,"Gagea fragifera (Vill.) Ehr.Bayer & G.López","5300170"
"Gagea lutea (L.) Ker Gawl.","Gagea lutea",1284,"G","p",4,5,2,"sv","so","g1",NA,"se, pk, in","se, se, zo",NA,"AB","L5.2.3, T1.1.1, T1.1.2.3",NA,"Gagea lutea Ker Gawl.","5300245"
"Gagea minima (L.) Ker Gawl.","Gagea minima",1285,"G","p",3,4,2,"sv","so","g1",NA,"se, in","se, zo",NA,"AB","T1.1",NA,"Gagea minima Ker Gawl.","5300136"
